Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,lat,lon
050060,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,FRESNO,CA,93721,FRESNO,(559) 459-6000,Acute Care Hospitals,Voluntary non-profit - Private,True,1,Below the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,36.73,-119.79
330008,WYOMING COUNTY COMMUNITY HOSPITAL,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-2233,Acute Care Hospitals,Government - Local,True,3,Same as the national average,Not Available,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,42.7,-78.2
271336,NORTH VALLEY HOSPITAL,1600 HOSPITAL WAY,WHITEFISH,MT,59937,FLATHEAD,(406) 863-3550,Critical Access Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,48.5,-114.6
050367,NORTHBAY MEDICAL CENTER,1200 B  GALE WILSON BLVD,FAIRFIELD,CA,94533,SOLANO,(707) 646-5000,Acute Care Hospitals,Voluntary non-profit - Other,True,2,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Above the national average,38.28,-122.02
100180,ST PETERSBURG GENERAL HOSPITAL,6500 38TH AVE N,SAINT PETERSBURG,FL,33710,PINELLAS,(727) 384-1414,Acute Care Hospitals,Proprietary,True,2,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Above the national average,Not Available,27.79,-82.73
110026,ELBERT MEMORIAL HOSPITAL,4 MEDICAL DRIVE,ELBERTON,GA,30635,ELBERT,(706) 213-2535,Acute Care Hospitals,Government - Hospital District or Authority,True,3,Same as the national average,Not Available,Below the national average,Not Available,Same as the national average,Above the national average,Not Available,34.1,-82.8
390002,UPMC MCKEESPORT,1500 FIFTH AVENUE,MC KEESPORT,PA,15132,ALLEGHENY,(412) 664-2000,Acute Care Hospitals,Voluntary non-profit - Private,True,2,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Not Available,40.34,-79.85
260105,SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,3635 VISTA AVE,SAINT LOUIS,MO,63110,ST. LOUIS CITY,(314) 577-8000,Acute Care Hospitals,Proprietary,True,1,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,38.63,-90.27
450670,HCA HOUSTON HEALTHCARE TOMBALL,605 HOLDERRIETH,TOMBALL,TX,77375,HARRIS,(281) 351-1623,Acute Care Hospitals,Proprietary,True,1,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,30.09,-95.59
171349,CLOUD COUNTY HEALTH CENTER,1100 HIGHLAND DRIVE,CONCORDIA,KS,66901,CLOUD,(785) 243-1234,Critical Access Hospitals,Voluntary non-profit - Private,True,2,Same as the national average,Not Available,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,39.5,-97.6
500079,MULTICARE GOOD SAMARITAN HOSPITAL,401 15TH AVENUE SE,PUYALLUP,WA,98372,PIERCE,(253) 697-2102,Acute Care Hospitals,Voluntary non-profit - Private,True,2,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Above the national average,47.21,-122.26
110128,MEADOWS REGIONAL MEDICAL CENTER,ONE MEADOWS PARKWAY,VIDALIA,GA,30474,TOOMBS,(912) 535-5828,Acute Care Hospitals,Proprietary,True,2,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,32.2,-82.4
250025,NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY,1105 EARL FRYE BLVD,AMORY,MS,38821,MONROE,(662) 256-7111,Acute Care Hospitals,Proprietary,True,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,34.0,-88.4
100134,ED FRASER MEMORIAL HOSPITAL,159 N 3RD ST,MACCLENNY,FL,32063,BAKER,(904) 259-3151,Acute Care Hospitals,Voluntary non-profit - Church,True,3,Not Available,Not Available,Below the national average,Not Available,Same as the national average,Same as the national average,Not Available,30.3,-82.1
050568,MADERA COMMUNITY HOSPITAL,1250 E ALMOND AVE,MADERA,CA,93637,MADERA,(559) 675-5555,Acute Care Hospitals,Voluntary non-profit - Other,False,1,Same as the national average,Below the national average,Below the national average,Below the national average,Below the national average,Below the national average,Same as the national average,36.9,-120.2
360058,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,800 WEST MAIN STREET,COLDWATER,OH,45828,MERCER,(419) 678-4843,Acute Care Hospitals,Government - Hospital District or Authority,False,5,Same as the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,40.48,-84.67
261333,PIKE COUNTY MEMORIAL HOSPITAL,2305 WEST GEORGIA STREET,LOUISIANA,MO,63353,PIKE,(573) 754-5531,Critical Access Hospitals,Government - Local,True,3,Same as the national average,Not Available,Same as the national average,Not Available,Same as the national average,Same as the national average,Same as the national average,39.5,-91.1
100287,GOOD SAMARITAN MEDICAL CENTER,1309 N FLAGLER DR,WEST PALM BEACH,FL,33401,PALM BEACH,(561) 655-5511,Acute Care Hospitals,Proprietary,True,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,26.72,-80.07
490144,NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER,15225 HEALTHCOTE BOULEVARD,HAYMARKET,VA,20169,PRINCE WILLIAM,(571) 284-1000,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,38.87,-77.65
470012,SOUTHWESTERN VERMONT MEDICAL CENTER,100 HOSPITAL DRIVE,BENNINGTON,VT,5201,BENNINGTON,(802) 442-6361,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,42.9,-73.1
120007,KUAKINI MEDICAL CENTER,347 NORTH KUAKINI STREET,HONOLULU,HI,96817,HONOLULU,(808) 536-2236,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,21.34,-157.84
510007,ST MARY'S MEDICAL CENTER,2900 1ST AVENUE,HUNTINGTON,WV,25702,CABELL,(304) 526-1234,Acute Care Hospitals,Voluntary non-profit - Church,True,4,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,38.5,-82.3
030014,JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL,250 EAST DUNLAP AVENUE,PHOENIX,AZ,85020,MARICOPA,(602) 331-5862,Acute Care Hospitals,Voluntary non-profit - Private,True,2,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,33.57,-112.05
171371,CLAY COUNTY MEDICAL CENTER,617 LIBERTY,CLAY CENTER,KS,67432,CLAY,(785) 632-2144,Critical Access Hospitals,Government - Local,True,4,Same as the national average,Not Available,Above the national average,Above the national average,Not Available,Above the national average,Same as the national average,39.4,-97.2
240030,ALOMERE HEALTH,111 17TH AVENUE EAST,ALEXANDRIA,MN,56308,DOUGLAS,(320) 762-1511,Acute Care Hospitals,Government - Local,True,4,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,45.9,-95.4
181301,MARCUM & WALLACE MEMORIAL HOSPITAL,60 MERCY COURT,IRVINE,KY,40336,ESTILL,(606) 723-2115,Critical Access Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Not Available,Above the national average,Not Available,Below the national average,Above the national average,Same as the national average,37.7,-83.9
050197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94062,SAN MATEO,(650) 367-5551,Acute Care Hospitals,Voluntary non-profit - Private,True,5,Above the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,37.4,-122.3
290045,SAINT ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,3001 ST ROSE PARKWAY,HENDERSON,NV,89052,CLARK,(702) 616-5000,Acute Care Hospitals,Voluntary non-profit - Private,True,2,Below the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Above the national average,35.98,-115.1
230254,ASCENSION PROVIDENCE ROCHESTER HOSPITAL,1101 W UNIVERSITY DRIVE,ROCHESTER,MI,48307,OAKLAND,(248) 652-5000,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,42.66,-83.12
150024,ESKENAZI HEALTH,720 ESKENAZI AVENUE,INDIANAPOLIS,IN,46202,MARION,(317) 880-4818,Acute Care Hospitals,Government - Local,True,5,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,39.79,-86.15
230180,MIDMICHIGAN MEDICAL CENTER-CLARE,703 N MCEWAN ST,CLARE,MI,48617,CLARE,(989) 802-5000,Acute Care Hospitals,Voluntary non-profit - Other,False,4,Same as the national average,Not Available,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,43.9,-84.7
260179,ST LUKES HOSPITAL,232 S WOODS MILL RD,CHESTERFIELD,MO,63017,ST. LOUIS,(314) 434-1500,Acute Care Hospitals,Voluntary non-profit - Private,True,5,Above the national average,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,38.67,-90.53
231324,EATON RAPIDS MEDICAL CENTER,1500 S MAIN STREET,EATON RAPIDS,MI,48827,EATON,(517) 663-2671,Critical Access Hospitals,Voluntary non-profit - Private,True,4,Not Available,Not Available,Same as the national average,Above the national average,Not Available,Above the national average,Same as the national average,42.5,-84.7
161361,VAN DIEST MEDICAL CENTER,2350 HOSPITAL DRIVE,WEBSTER CITY,IA,50595,HAMILTON,(515) 832-9400,Critical Access Hospitals,Government - Local,True,4,Same as the national average,Not Available,Same as the national average,Above the national average,Not Available,Not Available,Same as the national average,42.4,-93.8
220012,CAPE COD HOSPITAL,88 LEWIS BAY ROAD,HYANNIS,MA,2601,BARNSTABLE,(508) 771-1800,Acute Care Hospitals,Voluntary non-profit - Private,True,5,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,41.66,-70.3
100244,CAPE CORAL HOSPITAL,636 DEL PRADO BLVD,CAPE CORAL,FL,33990,LEE,(239) 574-2323,Acute Care Hospitals,Government - Hospital District or Authority,True,3,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Above the national average,26.63,-81.94
210028,MEDSTAR SAINT MARY'S HOSPITAL,25500 POINT LOOKOUT ROAD,LEONARDTOWN,MD,20650,ST. MARYS,(301) 475-6001,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Below the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Above the national average,38.3,-76.6
521347,WESTERN WISCONSIN HEALTH,1100 BERGSLIEN ST,BALDWIN,WI,54002,ST. CROIX,(715) 684-1111,Critical Access Hospitals,Voluntary non-profit - Private,True,5,Not Available,Not Available,Same as the national average,Above the national average,Not Available,Above the national average,Same as the national average,45.0,-92.4
380018,ASANTE ROGUE REGIONAL MEDICAL CENTER,2825 E BARNETT ROAD,MEDFORD,OR,97504,JACKSON,(541) 789-7000,Acute Care Hospitals,Voluntary non-profit - Private,True,5,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,42.3,-122.8
521328,MARSHFIELD MEDICAL CENTER - LADYSMITH,900 COLLEGE AVE WEST,LADYSMITH,WI,54848,RUSK,(715) 532-5561,Critical Access Hospitals,Government - Local,True,3,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,Above the national average,Not Available,45.5,-91.1
340186,VIDANT BEAUFORT HOSPITAL,628 E 12TH ST,WASHINGTON,NC,27889,BEAUFORT,(252) 975-4100,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,35.6,-77.0
060013,MERCY REGIONAL MEDICAL CENTER,1010 THREE SPRINGS BLVD,DURANGO,CO,81301,LA PLATA,(970) 247-4311,Acute Care Hospitals,Voluntary non-profit - Church,True,5,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,37.4,-107.8
131314,SHOSHONE MEDICAL CENTER,25 JACOBS GULCH ROAD,KELLOGG,ID,83837,SHOSHONE,(208) 784-1221,Critical Access Hospitals,Government - Hospital District or Authority,True,4,Not Available,Not Available,Above the national average,Not Available,Not Available,Same as the national average,Same as the national average,47.5,-116.1
521349,RIVER FALLS AREA HOSPITAL,1629 E DIVISION ST,RIVER FALLS,WI,54022,PIERCE,(715) 307-6000,Critical Access Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,Above the national average,Not Available,44.8,-92.6
110031,WELLSTAR SPALDING REGIONAL HOSPITAL,601 SOUTH 8TH STREET,GRIFFIN,GA,30223,SPALDING,(770) 228-2721,Acute Care Hospitals,Proprietary,True,2,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,33.3,-84.3
150165,FRANCISCAN HEALTH MUNSTER,701 SUPERIOR AVE,MUNSTER,IN,46321,LAKE,(219) 922-4200,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,41.55,-87.5
100053,HIALEAH HOSPITAL,651 E 25TH ST,HIALEAH,FL,33013,MIAMI-DADE,(305) 693-6100,Acute Care Hospitals,Proprietary,True,2,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,25.86,-80.27
320018,MEMORIAL MEDICAL CENTER,2450 SOUTH TELSHOR BLVD,LAS CRUCES,NM,88011,DONA ANA,(575) 522-8641,Acute Care Hospitals,Proprietary,True,2,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Below the national average,32.3,-106.7
450403,MEDICAL CITY MCKINNEY,4500 MEDICAL CENTER DRIVE,MCKINNEY,TX,75069,COLLIN,(972) 547-8000,Acute Care Hospitals,Proprietary,True,2,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,33.18,-96.59
441319,(CLOSED) CUMBERLAND RIVER HOSPITAL,100 OLD JEFFERSON ST,CELINA,TN,38551,CLAY,(931) 243-3581,Critical Access Hospitals,Physician,True,3,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,Above the national average,Not Available,36.5,-85.4
390046,YORK HOSPITAL,1001 SOUTH GEORGE STREET,YORK,PA,17403,YORK,(717) 851-2345,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Above the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Below the national average,39.92,-76.71
201307,MILLINOCKET REGIONAL HOSPITAL,200 SOMERSET STREET,MILLINOCKET,ME,4462,PENOBSCOT,(207) 723-5161,Critical Access Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Not Available,Below the national average,Above the national average,Not Available,Not Available,Same as the national average,45.9,-68.9
050348,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,(714) 456-6112,Acute Care Hospitals,Government - Local,True,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Below the national average,33.79,-117.88
530014,CHEYENNE REGIONAL MEDICAL CENTER,214 EAST 23RD STREET,CHEYENNE,WY,82001,LARAMIE,(307) 633-7600,Acute Care Hospitals,Voluntary non-profit - Other,True,5,Above the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,41.14,-104.79
100080,JFK MEDICAL CENTER,5301 S CONGRESS AVE,ATLANTIS,FL,33462,PALM BEACH,(561) 965-7300,Acute Care Hospitals,Proprietary,True,1,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,26.57,-80.08
330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10310,RICHMOND,(718) 818-1234,Acute Care Hospitals,Voluntary non-profit - Private,True,1,Same as the national average,Below the national average,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,40.63,-74.12
230270,BEAUMONT HOSPITAL - TAYLOR,10000 TELEGRAPH ROAD,TAYLOR,MI,48180,WAYNE,(313) 295-5253,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,42.23,-83.27
040014,WHITE COUNTY MEDICAL CENTER,3214 EAST RACE AVENUE,SEARCY,AR,72143,WHITE,(501) 278-3100,Acute Care Hospitals,Voluntary non-profit - Private,True,2,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,35.2,-91.7
461307,HEBER VALLEY HOSPITAL,1485 SOUTH HIGHWAY 40,HEBER CITY,UT,84032,WASATCH,(435) 654-2500,Critical Access Hospitals,Voluntary non-profit - Private,True,4,Not Available,Not Available,Same as the national average,Above the national average,Same as the national average,Above the national average,Not Available,40.3,-111.2
501339,WHIDBEYHEALTH MEDICAL CENTER,101 NORTH MAIN STREET,COUPEVILLE,WA,98239,ISLAND,(360) 678-5151,Critical Access Hospitals,Government - Hospital District or Authority,True,3,Same as the national average,Not Available,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,48.2,-122.7
050189,GEORGE L MEE MEMORIAL HOSPITAL,300 CANAL STREET,KING CITY,CA,93930,MONTEREY,(831) 385-6000,Acute Care Hospitals,Voluntary non-profit - Other,True,3,Same as the national average,Not Available,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Not Available,36.2,-121.0
100290,"VILLAGES REGIONAL HOSPITAL, THE",1451 EL CAMINO REAL,THE VILLAGES,FL,32159,LAKE,(352) 751-8000,Acute Care Hospitals,Voluntary non-profit - Private,True,1,Below the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Above the national average,28.92,-81.91
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,(415) 600-6000,Acute Care Hospitals,Voluntary non-profit - Other,False,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,37.77,-122.44
390112,CHAN SOON- SHIONG MEDICAL CENTER AT WINDBER,600 SOMERSET AVENUE,WINDBER,PA,15963,SOMERSET,(814) 467-3000,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Not Available,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,40.2,-78.8
030030,ABRAZO CENTRAL CAMPUS,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015,MARICOPA,(602) 249-0212,Acute Care Hospitals,Physician,True,2,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Not Available,33.51,-112.1
330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13126,OSWEGO,(315) 349-5511,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,43.4,-76.5
270023,COMMUNITY MEDICAL CENTER,2827 FORT MISSOULA RD,MISSOULA,MT,59804,MISSOULA,(406) 728-4100,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,46.9,-114.2
301311,SPEARE MEMORIAL HOSPITAL,16 HOSPITAL ROAD,PLYMOUTH,NH,3264,GRAFTON,(603) 536-1120,Critical Access Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,43.7,-71.7
250058,SOUTH CENTRAL REG MED CTR,1220 JEFFERSON ST BOX 607,LAUREL,MS,39440,JONES,(601) 426-4000,Acute Care Hospitals,Government - Local,True,2,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,31.7,-89.15
220090,MILFORD REGIONAL MEDICAL CENTER,14 PROSPECT STREET,MILFORD,MA,1757,WORCESTER,(508) 473-1190,Acute Care Hospitals,Voluntary non-profit - Other,True,3,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,42.15,-71.52
100321,ASCENSION ST VINCENT'S CLAY COUNTY,1670 ST VINCENTS WAY,MIDDLEBURG,FL,32068,CLAY,(904) 602-1000,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,30.1,-81.9
141348,RED BUD REGIONAL HOSPITAL,325 SPRING STREET,RED BUD,IL,62278,RANDOLPH,(618) 282-3831,Critical Access Hospitals,Proprietary,True,4,Same as the national average,Not Available,Below the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,38.2,-90.0
490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,GALAX CITY,(276) 236-8181,Acute Care Hospitals,Proprietary,True,2,Below the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,36.7,-80.9
190202,OCHSNER MEDICAL CENTER - BATON ROUGE,17000 MEDICAL CENTER DR,BATON ROUGE,LA,70816,E. BATON ROUGE,(225) 752-2470,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Below the national average,30.43,-91.02
340042,ONSLOW MEMORIAL HOSPITAL,317 WESTERN BOULEVARD,JACKSONVILLE,NC,28540,ONSLOW,(910) 577-2345,Acute Care Hospitals,Government - Hospital District or Authority,True,2,Below the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Above the national average,34.7,-77.5
331319,MEDINA MEMORIAL HOSPITAL,200 OHIO STREET,MEDINA,NY,14103,ORLEANS,(585) 798-8111,Critical Access Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,Same as the national average,Not Available,43.2,-78.4
150034,ST MARY MEDICAL CENTER INC,1500 S LAKE PARK AVE,HOBART,IN,46342,LAKE,(219) 942-0551,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,41.52,-87.24
241361,MAYO CLINIC HEALTH SYSTEM-NEW PRAGUE,301 2ND STREET NORTHEAST,NEW PRAGUE,MN,56071,SCOTT,(952) 758-4431,Critical Access Hospitals,Voluntary non-profit - Private,True,4,Not Available,Not Available,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,44.5,-93.6
440053,SAINT THOMAS RUTHERFORD HOSPITAL,1700 MEDICAL CENTER PARKWAY,MURFREESBORO,TN,37129,RUTHERFORD,(615) 396-4100,Acute Care Hospitals,Voluntary non-profit - Church,True,2,Below the national average,Below the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,35.9,-86.5
040017,NORTH ARKANSAS REGIONAL MEDICAL CENTER,620 NORTH MAIN STREET,HARRISON,AR,72601,BOONE,(870) 414-4000,Acute Care Hospitals,Voluntary non-profit - Other,True,2,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,36.2,-93.1
010007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,AL,36467,COVINGTON,(334) 493-3541,Acute Care Hospitals,Voluntary non-profit - Private,True,2,Below the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Above the national average,Same as the national average,31.3,-86.3
170014,ADVENTHEALTH OTTAWA,1301 S MAIN STREET,OTTAWA,KS,66067,FRANKLIN,(785) 229-8200,Acute Care Hospitals,Government - Local,False,5,Same as the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,38.6,-95.3
140231,EDWARD HOSPITAL,801 SOUTH WASHINGTON,NAPERVILLE,IL,60540,DU PAGE,(630) 527-3000,Acute Care Hospitals,Voluntary non-profit - Private,True,5,Above the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,41.77,-88.14
500002,PROVIDENCE ST MARY MEDICAL CENTER,401 W POPLAR ST,WALLA WALLA,WA,99362,WALLA WALLA,(509) 522-5900,Acute Care Hospitals,Voluntary non-profit - Private,True,5,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,46.1,-118.3
290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,6900 N DURANGO DR,LAS VEGAS,NV,89149,CLARK,(702) 835-9700,Acute Care Hospitals,Proprietary,True,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,36.28,-115.29
131319,MINIDOKA MEMORIAL HOSPITAL,1224 8TH STREET,RUPERT,ID,83350,MINIDOKA,(208) 436-0481,Critical Access Hospitals,Government - Local,True,4,Not Available,Not Available,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,42.8,-113.6
150074,COMMUNITY HOSPITAL EAST,1500 N RITTER AVE,INDIANAPOLIS,IN,46219,MARION,(317) 355-5411,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Below the national average,Above the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,39.78,-86.05
420101,COASTAL CAROLINA HOSPITAL,1000 MEDICAL CENTER DRIVE,HARDEEVILLE,SC,29927,JASPER,(843) 784-8182,Acute Care Hospitals,Proprietary,True,3,Same as the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,32.2,-81.0
230041,MCLAREN BAY REGION,1900 COLUMBUS AVE,BAY CITY,MI,48708,BAY,(989) 894-3000,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Above the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,43.56,-83.83
360009,LIMA MEMORIAL HEALTH SYSTEM,1001 BELLEFONTAINE AVENUE,LIMA,OH,45804,ALLEN,(419) 226-3335,Acute Care Hospitals,Voluntary non-profit - Other,False,2,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,40.72,-84.06
100030,HEALTH CENTRAL,10000 W COLONIAL DR,OCOEE,FL,34761,ORANGE,(407) 296-1820,Acute Care Hospitals,Government - State,True,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,28.57,-81.54
330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,BRONX,(718) 579-5000,Acute Care Hospitals,Government - Local,True,1,Same as the national average,Below the national average,Below the national average,Below the national average,Below the national average,Below the national average,Not Available,40.82,-73.92
110105,COLQUITT REGIONAL MEDICAL CENTER,3131 THOMASVILLE HWY BOX 40,MOULTRIE,GA,31768,COLQUITT,(229) 985-3420,Acute Care Hospitals,Government - Hospital District or Authority,True,3,Same as the national average,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,31.2,-83.8
